model,horizon,test_year,y_true,y_pred,pi_lower,pi_upper,pi_width,interval_score,covered
ARIMAX,1,2007,7.234262738177594,7.714698353895837,6.644544482971012,8.784852224820662,2.14030774184965,2.1403,True
ARIMAX,2,2008,8.281402712725113,7.513242384234158,6.231514382169957,8.79497038629836,2.563456004128403,2.5635,True
ARIMAX,3,2009,7.927665247495372,7.384039184509407,6.0205764409064875,8.747501928112328,2.7269254872058406,2.7269,True
ARIMAX,4,2010,7.7,7.299939556960069,5.902452389658205,8.697426724261934,2.7949743346037295,2.795,True
ARIMAX,1,2008,8.281402712725113,7.203487126156896,6.141151203434456,8.265823048879335,2.1246718454448796,2.7479,False
ARIMAX,2,2009,7.927665247495372,7.171887107134776,5.91875239439673,8.425021819872821,2.5062694254760913,2.5063,True
ARIMAX,3,2010,7.7,7.148621325429106,5.828283933414296,8.468958717443916,2.6406747840296205,2.6407,True
ARIMAX,4,2011,7.7,7.13307534856044,5.787344260784058,8.478806436336821,2.691462175552763,2.6915,True
ARIMAX,1,2009,7.927665247495372,7.740270543381494,6.656509735850447,8.824031350912541,2.1675216150620944,2.1675,True
ARIMAX,2,2010,7.7,7.493656114269156,6.229358338148393,8.757953890389917,2.5285955522415238,2.5286,True
ARIMAX,3,2011,7.7,7.364703010150931,6.041280934560854,8.688125085741008,2.6468441511801544,2.6468,True
ARIMAX,4,2012,6.662665686341732,7.291931907295819,5.947809382608183,8.636054431983455,2.688245049375272,2.6882,True
ARIMAX,1,2010,7.7,7.568289825085895,6.502784690848539,8.63379495932325,2.1310102684747108,2.131,True
ARIMAX,2,2011,7.7,7.399561063348249,6.15529974785292,8.643822378843577,2.4885226309906567,2.4885,True
ARIMAX,3,2012,6.662665686341732,7.3122626976107306,6.009057505145817,8.615467890075644,2.606410384929827,2.6064,True
ARIMAX,4,2013,7.383846462514578,7.263970113943632,5.9399788377392735,8.58796139014799,2.647982552408717,2.648,True
ARIMAX,1,2011,7.7,7.442053249002919,6.393786409657816,8.490320088348023,2.096533678690207,2.0965,True
ARIMAX,2,2012,6.662665686341732,7.325628189573089,6.1016440092469075,8.54961236989927,2.4479683606523626,2.448,True
ARIMAX,3,2013,7.383846462514578,7.2688900343793295,5.987010890567847,8.550769178190812,2.5637582876229654,2.5638,True
ARIMAX,4,2014,8.57865036450464,7.239314241052998,5.9370362101713905,8.541592271934606,2.6045560617632155,4.0869,False
ARIMAX,1,2012,6.662665686341732,7.525987143240242,6.4870096387813785,8.564964647699105,2.0779550089177263,2.078,True
ARIMAX,2,2013,7.383846462514578,7.411927968398786,6.1910395802061835,8.63281635659139,2.441776776385206,2.4418,True
ARIMAX,3,2014,8.57865036450464,7.339437473862428,6.056033910029656,8.6228410376952,2.566807127665543,2.5668,True
ARIMAX,4,2015,8.974580086118658,7.294039887373211,5.987615095113036,8.600464679633387,2.612849584520351,17.5775,False
ARIMAX,1,2013,7.383846462514578,6.799996188052773,5.710696514034664,7.889295862070881,2.178599348036217,2.1786,True
ARIMAX,2,2014,8.57865036450464,6.920770222350469,5.642938953563684,8.198601491137254,2.5556625375735695,17.7576,False
ARIMAX,3,2015,8.974580086118658,7.005755173601736,5.663852980021819,8.347657367181654,2.683804387159835,27.7607,False
ARIMAX,4,2016,7.888437070186669,7.061135017343607,5.695913195407121,8.426356839280093,2.730443643872972,2.7304,True
ARIMAX,1,2014,8.57865036450464,7.155406758731558,6.093865340795579,8.216948176667536,2.1230828358719567,16.5912,False
ARIMAX,2,2015,8.974580086118658,7.23742531212359,6.127626249678817,8.347224374568363,2.2195981248895453,27.3138,False
ARIMAX,3,2016,7.888437070186669,7.209372017208505,6.095191851559012,8.323552182857997,2.228360331298984,2.2284,True
ARIMAX,4,2017,8.280339577079515,7.218252346292823,6.103665672046414,8.332839020539232,2.229173348492818,2.2292,True
